"age","job","marital","education","balance","housing","duration","campaign",approval
"63","retired","married","secondary","2747","no","113","1","no"
"42","self-employed","married","tertiary","1932","yes","192","32","no"
"43","technician","single","secondary","11269","no","92","1","no"
"37","admin.","married","secondary","1314","yes","682","2","no"
"55","blue-collar","married","primary","2275","no","139","9","no"
"43","management","single","tertiary","1304","no","501","2","yes"
"41","blue-collar","married","secondary","720","no","651","1","yes"
"47","technician","divorced","secondary","2914","yes","405","13","no"
"34","technician","married","secondary","1464","yes","350","1","no"
"28","student","single","secondary","11555","no","125","2","no"
"36","services","married","secondary","-302","yes","36","2","no"
"50","technician","married","secondary","2497","yes","35","1","no"
"35","blue-collar","married","secondary","-339","yes","389","2","no"
"40","technician","married","secondary","56","yes","194","1","no"
"26","self-employed","single","tertiary","211","no","168","3","no"
"36","management","divorced","tertiary","3611","yes","347","3","no"
"59","unemployed","married","primary","0","no","3025","2","no"
"28","student","single","secondary","459","no","83","13","no"
"46","entrepreneur","married","unknown","242","yes","332","2","no"
"50","self-employed","married","secondary","1138","no","219","10","no"
"53","management","married","tertiary","1319","yes","427","1","no"
"81","retired","married","secondary","1","no","65","5","no"
"35","services","divorced","secondary","67","yes","192","2","no"
"58","retired","married","unknown","937","no","155","1","no"
"44","services","married","secondary","0","yes","161","1","no"
"38","management","married","tertiary","-558","yes","533","1","no"
"49","blue-collar","married","secondary","171","no","19","3","no"
"33","technician","single","tertiary","696","no","193","1","no"
"29","management","married","tertiary","361","yes","819","3","no"
"28","technician","single","secondary","227","no","278","1","yes"
"31","admin.","married","secondary","236","yes","211","3","no"
"33","management","single","tertiary","-53","no","617","2","no"
"52","technician","married","secondary","192","yes","61","2","no"
"43","management","divorced","tertiary","38","yes","197","6","no"
"32","self-employed","single","secondary","518","yes","34","7","no"
"36","self-employed","married","tertiary","16","yes","95","4","no"
"41","blue-collar","married","secondary","-256","yes","147","2","no"
"43","blue-collar","married","secondary","105","no","668","2","no"
"45","self-employed","married","tertiary","334","no","87","2","no"
"39","technician","married","secondary","1048","no","405","1","no"
"41","services","married","secondary","108","yes","83","7","no"
"31","technician","married","secondary","660","no","115","1","no"
"37","unemployed","single","tertiary","0","yes","108","1","no"
"28","entrepreneur","married","unknown","1034","no","113","1","no"
"47","housemaid","married","primary","201","yes","58","2","no"
"37","housemaid","married","primary","189","no","148","4","no"
"60","retired","divorced","unknown","-49","yes","188","1","no"
"43","technician","divorced","secondary","1413","yes","75","3","no"
"58","retired","divorced","tertiary","264","yes","523","3","no"
"52","entrepreneur","married","tertiary","54","yes","103","1","no"
"50","blue-collar","married","primary","12519","yes","146","2","no"
"32","services","single","secondary","2881","no","356","1","yes"
"42","blue-collar","married","primary","0","yes","71","1","no"
"31","admin.","married","secondary","88","yes","189","2","no"
"28","blue-collar","married","secondary","1020","yes","251","1","no"
"36","technician","divorced","tertiary","119","no","127","8","no"
"51","unemployed","single","tertiary","1594","no","197","1","no"
"46","technician","married","tertiary","342","yes","84","1","no"
"50","services","single","secondary","72","no","141","2","no"
"32","blue-collar","married","secondary","14","yes","171","1","no"
"26","entrepreneur","single","tertiary","81","no","262","3","no"
"41","self-employed","married","tertiary","231","no","352","2","yes"
"39","technician","married","tertiary","1161","yes","236","1","no"
"31","blue-collar","married","secondary","-45","yes","184","1","no"
"28","management","single","tertiary","231","yes","568","2","no"
"31","management","single","secondary","36","no","105","2","no"
"30","technician","married","tertiary","1570","yes","260","1","no"
"35","technician","married","tertiary","7050","no","222","3","yes"
"33","blue-collar","married","primary","3704","yes","447","2","no"
"30","technician","single","tertiary","6619","yes","239","8","no"
"32","blue-collar","single","secondary","-84","yes","426","1","no"
"40","management","single","tertiary","1509","no","333","1","no"
"31","self-employed","married","tertiary","1134","no","174","2","no"
"36","technician","married","secondary","146","yes","284","2","no"
"33","management","single","tertiary","9449","yes","428","1","no"
"57","retired","married","secondary","374","yes","236","1","no"
"45","technician","married","secondary","88","no","150","2","no"
"59","management","married","tertiary","2764","no","237","1","no"
"30","management","single","tertiary","2","yes","1031","8","yes"
"33","technician","married","tertiary","8023","no","107","1","no"
"52","blue-collar","married","secondary","289","yes","45","13","no"
"83","retired","married","secondary","0","no","140","10","no"
"58","self-employed","divorced","tertiary","1382","no","700","1","yes"
"33","management","divorced","tertiary","280","no","155","1","no"
"41","blue-collar","divorced","primary","2195","yes","211","5","no"
"31","self-employed","married","secondary","33","no","165","4","no"
"35","blue-collar","divorced","secondary","275","no","144","5","no"
"27","management","single","tertiary","703","yes","590","3","yes"
"57","admin.","divorced","unknown","887","no","43","8","no"
"56","unknown","married","unknown","0","no","471","2","no"
"53","admin.","single","secondary","1178","yes","295","2","no"
"39","management","married","tertiary","2763","yes","526","2","yes"
"32","entrepreneur","single","tertiary","890","yes","27","10","no"
"46","self-employed","married","secondary","548","no","1181","4","yes"
"56","technician","married","tertiary","272","no","103","2","no"
"46","management","divorced","tertiary","6269","yes","249","3","no"
"29","entrepreneur","married","secondary","178","yes","231","4","no"
"60","management","married","primary","252","yes","123","2","no"
"33","housemaid","single","tertiary","23663","yes","199","2","no"
"27","entrepreneur","single","tertiary","81","no","197","1","no"
"50","self-employed","divorced","tertiary","59","yes","67","2","no"
"45","services","married","secondary","1343","no","220","1","no"
"58","retired","married","secondary","225","no","122","6","no"
"59","retired","married","primary","0","yes","104","7","no"
"58","retired","divorced","primary","2538","yes","307","6","no"
"64","retired","married","primary","43","no","117","1","no"
"47","technician","married","secondary","57","no","253","1","no"
"40","management","married","tertiary","-117","yes","770","2","no"
"36","technician","divorced","secondary","666","yes","190","1","no"
"28","management","single","tertiary","0","yes","767","5","yes"
"38","technician","single","tertiary","25","yes","232","2","yes"
"53","entrepreneur","married","primary","1034","yes","854","2","no"
"46","blue-collar","single","secondary","324","yes","293","6","no"
"54","technician","married","secondary","0","no","986","1","no"
"32","management","married","tertiary","0","no","66","1","no"
"55","management","married","primary","621","no","114","1","no"
"55","retired","divorced","secondary","138","no","205","1","no"
"56","technician","married","secondary","4063","no","31","4","no"
"40","blue-collar","married","secondary","11084","no","113","1","no"
"44","technician","married","secondary","310","yes","200","1","no"
"32","entrepreneur","married","unknown","73","yes","158","1","no"
"33","management","married","tertiary","1808","yes","99","4","no"
"41","unemployed","divorced","secondary","1281","no","45","3","no"
"37","technician","married","secondary","64","yes","239","4","no"
"58","management","single","tertiary","2","yes","168","3","no"
"52","blue-collar","married","secondary","60","no","196","2","no"
"49","services","single","secondary","133","no","319","6","no"
"44","housemaid","married","primary","3706","no","209","3","no"
"28","admin.","single","unknown","174","no","184","1","no"
"31","technician","married","secondary","251","no","156","2","no"
"37","self-employed","married","secondary","4153","yes","35","16","no"
"30","technician","single","tertiary","985","yes","88","2","no"
"28","services","single","secondary","168","no","347","3","yes"
"46","services","married","secondary","1550","yes","126","2","no"
"47","management","married","tertiary","7708","yes","157","5","no"
"35","blue-collar","married","primary","-12","yes","212","5","no"
